,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d,Q18,Q20,Q22,p_gender_sdc,p_age_group_sdc,p_education_sdc,gambled_before
510,2,3,2,3,2,2,2,3,2,3,3,3,3,3,2,3,2,3,3,6,5,1,1,3,2,1
511,2,3,4,2,1,3,2,3,3,2,3,2,3,4,1,2,3,2,3,3,6,1,2,2,3,0
512,4,3,4,3,3,3,2,2,2,3,2,4,4,3,3,3,2,3,3,5,7,1,2,4,3,0
513,2,-98,-98,-98,2,3,2,2,-98,3,2,3,3,-98,2,-98,2,-98,2,7,6,1,2,4,3,1
514,4,3,3,3,3,3,3,1,2,2,1,3,2,3,3,3,2,2,4,8,7,3,1,4,1,0
515,5,3,3,1,3,3,3,1,1,3,1,4,2,1,1,4,1,3,1,0,10,1,2,3,3,1
516,2,4,3,2,3,3,2,1,1,2,2,3,4,1,1,4,1,3,3,5,8,2,2,1,1,1
517,5,4,4,3,4,4,3,2,1,2,2,4,3,2,2,4,2,2,2,4,5,1,1,4,3,0
518,1,3,3,2,2,2,2,2,3,2,3,2,3,4,3,2,3,2,3,8,8,3,2,2,1,0
519,4,4,2,4,3,3,2,3,3,1,3,2,3,4,2,2,3,2,3,4,6,3,1,3,1,0
520,2,3,2,2,2,2,2,2,1,3,1,3,4,3,2,3,2,2,2,4,5,1,2,4,1,0
521,4,3,4,2,2,3,2,1,2,3,2,3,3,3,3,4,2,3,2,5,10,1,2,3,3,0
522,2,3,4,1,1,3,3,2,1,2,1,3,3,2,2,2,1,2,2,0,4,1,2,2,2,0
523,2,2,3,3,2,3,3,1,2,3,1,3,3,3,3,3,2,3,2,7,6,1,2,4, ,0
524,2,2,3,2,3,3,3,1,1,2,1,3,3,3,2,3,2,2,3,6,10,1,1,3,2,0
525,2,3,3,3,2,2,2,2,2,3,2,3,3,3,2,2,2,2,3,8,7,1,2,3,3,0
526,5,4,4,3,3,4,2,1,3,3,2,3,2,3,2,2,3,2,2,8,7,3,1,3,1,1
527,4,3,4,2,3,2,3,1,1,3,1,4,4,2,1,4,1,4,3,10,5,1,2,4,3,0
528,2,3,3,3,3,3,2,1,2,2,2,3,3,3,3,3,2,3,2,7,7,3,2,4,1,0
529,2,3,3,3,2,3,2,1,2,2,2,4,3,3,2,3,2,2,3,6,9,3,1,2,1,0
530,4,3,3,3,3,3,-98,2,-98,3,2,3,2,3,2,2,3,2,2,4,6,3,2,3,1,1
531,4,2,3,2,3,3,3,1,1,3,1,4,3,2,1,3,2,3,2,8,8,3,2,4,1,1
532,4,3,3,2,3,3,2,2,2,3,1,3,3,3,1,3,2,3,2,0,5,-99,2,4,1,0
533,2,3,3,3,2,3,3,2,2,2,1,3,2,3,1,3,2,2,3,8,4,1,1,3,2,0
534,4,3,2,3,2,2,3,2,1,4,2,3,2,2,1,3,2,3,3,3,10,1,2,2,3,0
535,2,3,3,2,3,3,2,1,2,3,2,3,4,3,1,3,2,2,4,3,4,1,2,4,3,0
536,2,3,2,3,2,3,4,1,1,1,1,1,4,4,2,3,1,3,4,3,9,1,1,4,2,0
537,4,2,3,3,3,3,3,2,3,3,1,3,3,3,1,2,2,2,2,8,5,1,2,4,2,0
538,4,3,3,2,3,3,3,1,1,3,2,4,4,1,2,4,1,3,3,7,7,3,2,1,1,0
539,4,4,4,3,3,4,2,1,3,4,4,4,4,3,2,4,3,2,2,8,10,1,1,2,1,1
540,4,4,3,2,4,3,4,1,2,4,2,3,4,3,1,4,1,3,4,3,3,1,2,3,1,0
541,5,4,4,4,4,4,3,1,1,4,1,4,4,2,1,4,1,4,4,0,5,1,2,4,3,1
542,1,1,2,2,2,3,2,1,1,2,4,4,4,3,1,3,2,3,3,7,8,3,2,4,1,0
543,2,3,3,1,3,3,4,2,1,4,1,4,4,1,1,4,1,-98,4,5,5,1,2,4,3,1
544,4,4,2,3,3,3,-98,2,2,2,3,3,2,3,2,3,2,-98,3,5,7,3,2,3,3,0
545,4,3,3,3,2,4,2,1,2,2,2,3,3,3,2,4,2,3,2,7,5,1,1,3,2,0
546,2,2,3,2,1,3,2,2,2,3,3,3,3,3,3,2,2,2,3,5,8,3,1,1,1,0
547,2,2,4,3,3,3,4,1,1,4,1,4,4,1,1,4,1,4,4,0,10,1,1,4,3,0
548,2,4,3,3,2,3,2,2,3,2,3,2,2,3,2,2,3,2,2,7,5,1,1,2,2,0
549,4,4,4,3,4,4,2,2,3,3,3,2,2,3,3,3,3,2,2,6,6,1,1,4,1,0
550,4,3,2,2,3,3,4,1,2,3,2,3,3,2,1,4,1,3,3,5,6,1,2,4,1,0
551,2,3,3,3,2,2,3,1,2,2,4,3,4,2,1,3,1,4,3,2,5,1,2,4,3,0
552,2,3,3,3,3,3,2,3,2,2,2,3,2,3,3,3,2,3,3,7,9,3,2,3,1,0
553,2,3,3,2,2,3,4,1,2,3,2,3,4,2,2,4,2,3,3,7,7,1,2,3,2,1
554,5,4,4,4,3,3,2,2,2,2,3,2,3,3,3,3,3,3,2,7,8,3,2,4,1,0
555,5,4,4,4,4,4,3,1,3,3,2,2,3,3,1,4,1,4,2,5,10,3,1,2,2,1
556,4,3,3,3,3,4,3,1,2,3,2,3,3,2,1,4,2,3,3,7,7,3,1,3,2,1
557,1,2,2,2,2,2,2,2,1,3,1,4,4,3,3,3,1,3,2,2,9,3,2,4,1,0
558,4,2,3,1,3,3,3,1,2,2,3,2,2,3,2,3,2,-98,3,7,9,3,2,4,1,0
559,2,4,3,3,3,3,3,4,2,2,2,4,1,4,3,4,2,2,3,7,9,3,2,4,1,0
560,2,3,2,2,3,3,2,1,2,2,1,3,4,3,1,3,2,2,3,5,5,1,2,4,3,0
561,2,3,3,3,3,3,2,1,1,3,2,4,4,3,1,4,1,2,4,7,7,3,1,3,1,1
562,2,4,3,3,3,3,3,2,2,3,2,3,3,3,2,2,2,3,3,3,7,1,1,3,2,0
563,1,3,2,3,3,3,4,1,1,4,1,4,4,2,2,4,1,4,4,7,8,3,1,4,1,0
564,4,2,3,1,3,3,3,1,2,3,2,4,3,3,1,1,1,1,4,5,8,3,1,3,2,0
565,4,3,3,3,2,2,2,1,1,3,1,4,4,2,1,4,1,4,2,5,8,1,2,3,2,0
566,2,2,1,2,1,2,2,3,3,3,2,2,3,4,3,2,3,2,2,8,9,1,1,4,3,0
567,2,3,2,3,3,4,3,2,2,2,3,3,3,3,2,2,2,3,3,5,5,3,1,4,1,0
568,2,2,2,2,2,2,3,1,1,-98,2,3,3,3,2,4,2,-98,3,5,5,3,2,4,1,1
569,2,3,3,2,3,3,3,1,1,4,1,4,4,3,4,4,4,4,1,2,10,3,2,4,1,0
570,4,3,4,4,2,3,1,3,4,3,2,3,3,4,4,4,4,2,1,10,10,1,1,4,3,0
571,2,4,4,3,3,4,2,1,2,3,2,3,3,3,2,4,1,3,2,5,5,3,1,4,1,0
572,4,4,3,3,3,3,3,1,2,3,2,3,4,3,2,4,2,3,2,7,7,1,2,3,2,0
573,4,2,3,3,2,3,2,1,3,2,2,3,2,3,3,3,2,2,2,2,2,1,2,3,3,0
574,2,4,3,2,2,2,2,1,2,2,2,3,3,3,2,4,2,3,3,7,8,3,1,4,1,0
575,4,3,3,2,2,3,2,2,1,3,1,4,4,2,1,4,2,2,2,6,9,3,2,4,1,0
576,4,3,2,2,3,3,3,1,2,3,2,3,3,3,3,4,2,-98,2,7,10,1,2,4,3,0
577,4,3,4,3,4,4,3,2,1,4,1,4,4,1,1,4,1,4,4,5,3,1,2,4,3,0
578,2,3,3,3,3,3,3,1,1,3,2,4,3,2,1,3,1,4,3,2,5,3,1,3,1,0
579,2,3,3,2,3,3,3,1,1,3,2,4,3,3,2,4,1,2,4,7,7,3,1,4,1,0
580,2,3,2,2,3,3,3,1,1,3,1,3,4,2,2,4,1,3,3,2,8,3,2,4,1,0
581,2,3,3,3,3,3,3,1,2,3,1,3,3,3,1,3,2,3,3,7,5,1,2,3,3,0
582,4,4,4,3,3,4,2,2,2,4,1,4,4,2,2,3,3,3,2,2,4,3,2,4,1,0
583,2,3,3,3,3,3,3,1,1,4,1,3,4,3,2,1,2,2,3,6,5,1,2,2,3,0
584,2,3,3,3,3,4,2,3,3,2,3,2,2,4,3,2,3,4,2,6,8,1,1,2,2,0
585,4,3,3,2,2,3,2,1,2,2,2,3,3,3,2,3,1,2,3,7,7,3,1,2,1,0
586,2,3,2,3,3,3,3,1,1,3,2,3,3,2,4,4,1,3,3,3,3,1,1,3,2,0
587,2,4,3,4,3,2,2,2,2,2,2,4,3,3,2,3,2,3,3,1,1,1,2,4,3,0
588,2,2,2,2,2,2,2,1,2,2,1,3,4,2,2,2,1,3,2,1,7,1,2,2,3,0
589,4,2,3,2,3,2,2,2,1,3,2,4,2,2,3,3,2,3,2,7,7,1,1,4,2,1
590,2,3,3,3,2,2,2,2,3,2,-99,3,3,3,3,2,-98,2,2,5,5,1,2,3,3,0
591,4,4,4,3,3,4,2,1,3,2,3,4,4,4,4,3,4,2,1,7,10,3,1,3,2,0
592,4,4,4,3,3,2,3,1,1,2,1,4,4,2,1,4,1,3,4,2,5,1,2,4,3,0
593,1,3,3,3,3,3,3,2,2,2,2,2,4,3,2,3,2,3,3,5,5,1,2,4,3,0
594,4,4,2,3,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,3,1,1,2,2,0
595,4,3,3,3,3,1,3,1,1,3,2,3,1,1,1,2,1,1,3,5,7,1,2,4,3,0
596,2,3,3,3,2,3,3,1,2,4,1,3,4,2,2,2,1,2,3,7,3,3,2,2,3,1
597,2,3,3,2,3,3,2,2,2,2,2,3,3,3,3,-98,-98,-98,-98,6,7,3,2,4,1,0
598,4,2,2,1,2,3,3,1,1,2,4,4,4,3,1,3,2,3,4,4,6,3,2,4,1,0
599,2,2,2,2,2,3,3,3,3,2,2,3,2,3,2,2,3,2,3,6,6,1,1,4,2,0
600,2,3,3,3,3,2,3,1,1,3,1,4,4,2,2,4,1,3,3,5,7,3,2,4,1,1
601,4,3,3,2,3,3,2,2,2,2,2,3,4,3,2,4,2,3,2,7,7,3,2,4,2,0
602,2,3,3,2,2,3,2,2,2,3,1,3,4,3,1,2,2,3,2,4,2,1,1,3,2,0
603,2,3,2,3,2,3,3,2,2,3,2,3,3,2,2,3,2,2,2,3,9,1,2,2,3,0
604,1,2,2,3,2,2,4,1,1,2,1,3,4,3,1,3,2,-98,3,8,7,3,2,3,1,1
605,2,3,2,3,2,2,3,2,1,3,2,3,4,2,1,3,2,2,3,6,6,1,2,4,3,1
606,2,4,4,3,3,3,2,1,1,3,1,4,3,3,2,3,2,3,2,1,3,1,1,4,3,0
607,1,3,3,2,2,3,2,4,4,4,3,4,2,2,2,4,1,2,3,7,10,1,2,4,2,0
608,2,3,2,2,2,2,2,3,3,3,2,2,3,4,3,2,3,2,2,9,8,1,1, ,2,0
609,2,3,3,3,3,4,2,1,1,3,1,4,4,1,1,2,1,2,2,6,5,1,2,3,3,0
610,2,3,4,3,3,3,3,1,1,4,1,4,3,1,1,3,1,3,3,5,5,1,2,4,3,1
611,1,3,2,4,2,3,2,2,3,2,3,2,3,4,3,2,3,2,2,6,7,1,1,4,3,0
612,4,3,3,3,2,4,3,1,3,2,2,2,3,3,2,3,2,3,2,5,7,3,2,3,1,0
613,2,4,4,4,4,4,3,1,2,3,2,3,4,3,2,1,2,3,2,4,7,1,1,4,2,0
614,2,2,3,3,3,3,2,2,2,3,2,3,3,2,2,4,1,3,3,5,7,3,2,4,1,0
615,2,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3,2,2,3,7,7,1,1,3,2,0
616,4,2,3,3,3,3,4,1,2,4,1,4,4,1,1,4,1,4,4,2,1,3,2,4,2,0
617,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,3,2,3,4,5,3,2,2,1,0
618,5,3,4,3,3,3,3,1,2,3,1,4,4,3,1,4,1,4,2,8,8,3,1,4,3,0
619,4,2,3,3,3,3,2,1,2,2,2,2,3,3,2,3,3,3,2,5,7,3,2,2,3,0
620,2,3,2,2,2,2,2,2,2,3,2,3,3,3,3,3,2,3,2,6,6,1,2,4,2,1
621,4,3,3,3,3,3,3,1,1,3,1,4,3,3,2,4,1,3,4,6,7,1,1,2,2,1
622,2,3,3,2,3,3,2,2,2,2,1,3,3,4,1,4,2,2,3,5,7,3,2,4,1,0
623,3,2,3,3,3,3,2,1,-98,-98,2,3,4,3,-99,3,-98,-98,2,4,10,3,2,4,1,0
624,2,2,2,2,2,3,3,1,2,2,2,3,2,3,1,2,2,2,3,5,9,1,1,4,2,0
625,4,3,2,3,1,2,3,1,1,3,1,4,1,3,2,3,1,3,4,7,7,1,1,4,3,0
626,4,4,4,3,3,3,3,1,2,3,1,3,1,1,2,2,1,3,3,10,0,-98,2,4,1,1
627,4,3,3,3,1,2,4,1,1,3,2,4,4,1,1,3,4,4,4,10,0,3,1,4,2,1
628,1,2,2,3,2,3,2,2,2,2,3,3,3,3,3,2,3,2,2,5,8,1,1,4,3,0
629,2,3,3,3,3,3,2,2,3,2,2,3,3,3,2,3,3,2,3,4,6,3,2,3,2,0
630,2,4,3,4,1,4,4,1,1,2,1,4,4,2,1,3,2,2,3,1,2,1,1,3,2,0
631,4,4,4,3,4,4,2,2,2,3,-98,3,3,3,2,2,2,-98,2,5,10,3,2,3,3,0
632,4,4,4,4,3,4,2,1,3,4,2,4,3,3,2,4,2,4,2,7,7,1,1, ,2,1
633,2,3,3,3,3,4,2,1,2,3,1,4,4,3,3,3,2,2,1,7,5,3,2,4, ,0
634,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,3,3,5,6,3,1, ,1,0
635,2,4,4,4,4,3,2,1,2,2,2,4,2,3,1,2,3,-98,2,6,6,1,2,3,2,0
636,2,2,4,2,3,2,2,2,2,2,3,3,4,4,3,4,2,2,3,5,8,2,1,2,1,0
637,2,4,4,3,3,3,2,1,1,2,1,4,4,1,2,3,2,3,4,5,7,1,2,4,3,0
638,1,3,3,1,2,4,2,2,1,4,1,4,4,1,1,4,1,4,4,3,10,3,2,2,1,1
639,2,3,3,2,2,2,2,2,2,2,3,3,3,3,2,3,2,3,3,4,5,1,2,4,3,1
640,1,3,2,3,2,2,2,2,1,2,1,3,1,2,2,3,2,2,2,1,4,1,2,4,3,1
641,2,3,2,3,2,3,3,2,2,2,2,3,3,3,3,3,2,3,3,6,5,1,1,2,2,0
642,2,-98,2,-98,-98,3,-98,1,1,2,2,-98,4,-98,-98,-98,-98,-98,3,5,10,1,2,4,2,1
643,2,4,2,3,3,3,2,1,2,2,3,3,4,3,2,4,2,2,3,9,9,1,1,3,2,0
644,4,4,4,2,4,4,2,2,2,2,2,3,3,3,2,4,2,2,2,5,6,1,2,3,3,0
645,2,3,4,4,4,4,2,2,2,3,2,4,4,3,2,3,2,3,3,1,10,1,2,4,2,0
646,2,3,2,1,2,2,3,2,3,2,2,3,3,3,3,2,3,2,2,6,10,1,2,4,3,0
647,4,2,4,4,3,4,2,2,2,2,3,2,2,3,3,2,2,2,3,3,10,1,1,3,3,0
648,4,-98,1,1,1,1,2,1,2,2,1,4,4,1,1,2,1,2,3,7,8,3,2,4,3,0
649,2,2,2,3,2,2,1,2,2,3,1,3,3,2,3,3,2,1,2,7,10,1,2,4,3,0
650,2,2,3,2,2,3,3,2,2,3,1,4,2,2,2,3,2,3,3,4,5,1,2,4,1,0
651,4,3,3,3,3,3,3,1,2,2,1,3,4,2,1,2,2,2,2,5,7,1,2,4,2,0
652,2,3,3,3,2,3,3,2,2,3,2,3,3,2,2,3,2,3,3,8,8,3,1,3,2,0
653,3,3,3,2,2,2,4,1,1,2,1,4,3,2,2,3,2,3,3,7,5,3,2,4,1,0
654,2,3,2,2,2,2,4,1,2,2,2,4,3,2,1,4,1,2,4,8,10,3,1,3,1,0
655,4,3,3,2,3,3,3,1,2,1,3,4,3,4,3,4,2,3,4,4,5,3,1,3,1,0
656,1,2,3,2,2,4,1,1,1,4,1,4,4,3,1,1,4,1,1,7,5,1,1,3,3,1
657,2,2,2,2,2,2,3,1,2,2,3,4,3,3,1,3,-98,-98,-98,8,8,3,1,4,1,0
658,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,3,2,2,2,1,2,3,2,4,1,0
659,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,2,2,3,3,6,5,1,2,4,2,0
660,2,3,3,3,3,3,3,2,1,4,2,3,3,2,2,3,2,2,2,7,4,1,2,4,3,1
661,4,2,3,1,1,1,1,1,1,4,1,4,4,1,2,4,1,4,3,8,6,3,1,4,2,0
662,4,4,3,3,3,3,3,1,1,4,1,4,3,3,1,4,1,3,3,6,6,1,2,3,3,0
663,2,3,3,2,3,2,2,2,3,2,3,2,3,3,2,2,3,2,3,6,5,1,2,3,3,0
664,4,4,3,3,3,4,2,1,2,3,1,3,2,4,1,3,2,2,2,5,6,1,2,3,2,0
665,2,4,3,1,2,4,4,1,1,2,1,3,4,1,1,3,1,3,4,7,8,1,1,3,2,0
666,2,2,3,3,2,3,2,2,2,3,2,3,3,3,2,3,2,3,2,3,3,1,1,2,1,0
667,2,4,1,-98,1,3,2,1,1,2,1,3,3,4,3,2,3,2,2,7,10,1,2,4,3,0
668,4,3,3,2,1,2,3,1,2,3,2,4,3,3,2,4,2,2,4,6,8,3,2,3,1,1
669,2,3,2,3,3,3,2,2,2,3,1,3,3,3,2,2,3,2,2,6,5,3,2,2,1,0
670,2,3,3,2,2,3,3,1,2,3,1,4,3,3,3,1,2,2,4,6,7,3,1,4,1,1
671,4,1,3,2,3,3,3,2,2,2,1,4,2,3,2,3,2,3,3,7,8,3,1,4,1,0
672,2,3,3,2,2,2,3,2,2,2,1,3,3,3,2,2,2,-98,3,7,7,1,2,4,2,0
673,2,4,3,4,3,4,1,1,2,2,1,3,3,3,1,4,2,3,2,7,8,1,1,4,2,0
674,2,3,3,2,2,3,2,1,1,3,2,3,4,2,1,3,2,3,2,9,8,1,2,4,3,0
675,2,2,1,1,3,3,2,1,2,2,2,2,3,3,1,2,2,1,3,6,7,1,2,2,2,0
676,4,3,2,2,3,3,3,2,2,3,2,3,3,2,2,3,2,3,2,4,7,2,2,4,2,0
677,2,2,3,2,3,3,3,1,2,3,3,3,3,2,2,3,2,2,2,6,7,1,1,4,3,1
678,2,3,3,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,2,6,6,1,2,4,3,1
679,2,4,2,3,2,2,2,2,3,2,3,2,2,4,2,3,3,2,2,7,5,1,1,4,2,0
680,2,4,3,2,3,3,3,1,3,2,2,2,4,2,2,2,2,2,2,7,8,3,1,3,2,0
681,2,3,4,3,2,3,2,2,2,3,2,4,3,3,1,4,2,3,2,5,6,3,2,4,2,0
682,2,4,2,4,2,4,2,2,2,2,1,4,4,3,1,3,1,3,3,7,7,3,2,3,1,0
683,1,4,3,3,2,3,2,2,3,1,3,2,2,4,2,2,3,2,2,5,6,1,2,2,3,0
684,2,2,2,2,2,3,3,1,2,1,3,3,3,2,1,3,1,3,4,6,10,1,2,4,2,0
685,4,-98,3,3,-98,4,3,1,1,2,1,3,3,1,1,4,1,3,2,5,0,1,1,4, ,0
686,4,4,4,3,3,3,4,1,1,4,1,4,4,1,1,4,1,4,4,0,6,1,1,4,3,0
687,2,4,3,3,2,3,2,3,3,2,2,2,2,4,1,2,3,2,2,7,6,1,1,4,3,0
688,4,4,4,3,2,3,4,1,4,3,1,3,4,1,2,3,2,2,1,3,7,1,2,4,3,0
689,2,2,2,3,2,3,4,1,1,4,1,4,4,1,1,4,1,4,4,4,9,3,1,4,2,1
690,4,3,3,4,2,3,2,2,2,2,3,2,2,3,2,3,3,2,3,1,2,1,2,2,3,0
691,2,4,3,4,2,4,2,1,1,3,1,1,4,1,1,4,1,4,3,0,7,1,2,4,3,0
692,2,3,3,2,3,2,2,2,2,3,2,3,3,3,2,3,3,2,2,7,8,1,1,4,2,0
693,1,4,3,2,1,3,2,1,2,2,2,2,2,3,2,3,2,3,3,8,6,1,2,4,2,0
694,2,3,2,3,2,2,2,1,2,3,1,4,4,3,2,3,1,3,3,3,4,3,2,2,1,0
695,4,3,3,2,3,3,3,1,2,2,2,3,2,4,3,4,1,-98,2,9,7,3,2,3,3,0
696,2,4,3,3,3,3,4,1,1,4,1,4,4,1,2,4,1,2,4,10,10,1,2,2,3,1
697,2,3,4,2,2,2,2,1,2,3,1,2,3,3,2,2,2,2,4,3,1,1,2,4, ,0
698,2,3,3,2,4,3,3,1,2,4,2,4,4,2,2,3,3,2,2,2,8,1,1,2,2,0
699,2,3,2,2,3,3,3,1,2,3,1,3,3,3,1,1,3,1,3,2,8,1,2,2,2,1
700,2,3,3,2,2,3,2,3,3,3,3,2,3,3,2,3,3,2,2,10,10,3,1,4,3,0
701,2,4,3,3,2,3,4,1,1,4,1,4,4,1,1,4,1,4,4,7,5,1,1,2,3,1
702,2,3,3,3,3,3,3,2,2,2,2,3,2,3,2,3,2,3,3,6,6,1,2,3,1,0
703,4,4,4,4,3,4,2,1,2,3,2,3,3,2,2,4,3,3,2,6,9,1,1,2,2,0
704,2,2,3,2,2,3,3,2,2,3,2,3,3,3,2,3,2,3,3,6,7,3,2,3,1,1
705,1,3,2,3,2,2,3,3,2,3,2,3,3,2,2,3,2,2,3,5,5,3,2,4,2,1
706,2,3,3,2,2,2,2,3,2,2,2,2,2,3,2,-98,-98,-98,-98,6,9,3,2,3,2,0
707,4,3,4,2,3,3,2,1,2,3,1,3,3,3,2,4,2,3,3,6,8,3,2,2,1,1
708,1,4,2,3,2,3,2,2,3,3,2,3,2,3,3,3,2,3,2,6,7,1,1,4,3,0
709,2,3,1,4,3,4,2,1,1,4,1,4,4,1,1,4,1,2,4,10,10,3,1,2,1,1
710,5,3,4,3,4,3,2,1,1,2,1,4,4,2,2,4,1,3,3,6,5,3,1,3, ,0
711,2,2,3,3,4,4,2,2,3,3,3,2,3,4,1,3,2,3,2,3,8,3,2,3,1,1
712,2,3,2,4,2,4,2,1,1,3,1,3,3,3,1,4,1,3,3,9,5,3,1,3,2,0
713,4,4,3,3,2,3,2,1,2,3,2,3,4,3,3,4,2,3,3,5,5,3,1,3,2,0
714,2,4,3,3,1,3,2,1,3,2,2,3,2,3,2,4,2,3,3,3,4,1,2,2,2,0
715,2,4,3,4,2,3,3,1,1,4,1,4,2,2,1,4,1,1,4,7,6,3,1,3,1,1
716,4,2,3,3,3,3,3,2,2,2,2,3,3,2,1,3,2,3,4,5,5,3,1,2, ,0
717,2,4,3,3,3,3,2,1,2,-98,1,4,4,3,3,3,2,-98,2,1,-98,1,2,4, ,0
718,2,3,4,3,3,3,2,1,2,3,1,3,2,3,2,3,2,2,4,6,9,3,1,2,1,0
719,2,3,3,3,2,3,2,3,3,3,2,3,2,3,3,2,2,2,2,8,8,1,1,3,3,1
720,2,4,2,2,3,2,3,2,1,3,2,3,2,4,3,2,3,2,3,7,9,3,1,3,1,0
721,2,3,3,3,3,3,2,1,2,2,2,2,3,3,3,3,3,2,3,7,7,1,1,2,2,0
722,2,3,2,2,2,2,2,2,2,3,2,3,2,3,2,2,3,-98,3,7,8,1,2,3,2,0
723,2,4,3,3,3,3,2,1,2,3,2,3,4,4,3,2,4,3,2,6,6,3,1,2,1,0
724,2,3,3,2,3,2,3,2,2,3,3,3,2,3,2,3,2,3,2,7,7,2,2,2,2,1
725,4,2,3,2,3,4,3,1,1,4,1,4,4,1,1,4,1,4,4,3,8,1,2,4,2,1
726,4,3,4,3,3,4,3,3,3,3,2,2,3,3,2,2,3,2,2,5,6,1,2,3,2,0
727,1,3,2,2,3,3,4,4,1,2,1,4,3,1,3,4,1,2,3,1,7,3,1,3,1,1
728,4,2,2,2,2,2,2,1,1,2,2,3,3,3,2,3,3,2,2,2,9,1,2,2,2,0
729,2,3,2,2,2,2,2,1,2,2,1,3,3,2,1,2,3,2,2,6,7,1,2,4,2,0
730,2,4,3,3,3,3,2,2,2,3,2,3,3,3,3,4,2,2,3,5,9,1,1,2,2,0
731,1,3,2,2,2,2,4,1,1,4,1,3,4,3,2,4,1,4,4,6,8,3,1,3,1,1
732,2,4,4,4,3,4,2,3,3,2,3,2,2,3,1,4,4,4,4,10,10,2,2,1,3,0
733,4,3,3,3,3,3,3,1,1,3,2,3,2,2,2,2,2,2,2,6,3,3,2,2,3,0
734,2,3,3,2,3,2,2,1,3,3,3,3,2,4,2,4,2,2,3,5,5,1,1,3,2,0
735,4,3,3,3,3,3,2,2,2,2,2,3,3,4,3,2,2,3,2,7,5,1,2,3,3,0
736,2,3,2,2,3,2,3,1,1,2,2,3,3,2,2,2,1,3,4,1,0,3,1,4,2,0
737,2,3,2,3,2,2,4,1,1,3,1,4,4,1,1,4,1,3,3,4,8,1,2,2,2,1
738,5,2,2,2,2,2,2,2,2,2,2,3,3,1,2,4,2,3,3,1,7,1,2,4,2,0
739,2,3,2,3,2,3,2,2,3,2,1,2,4,3,1,2,2,3,3,6,6,3,1,3,1,0
740,2,2,3,2,3,1,3,3,3,2,2,2,3,2,2,2,3,2,3,8,8,2,1,2,3,0
741,2,2,2,2,2,2,3,2,2,3,2,3,3,3,2,4,2,2,2,5,5,1,1,2,2,1
742,2,4,3,3,4,4,2,1,2,3,2,4,4,2,3,3,2,3,3,6,5,3,2,2,1,1
743,4,3,3,3,3,3,4,1,1,1,1,4,4,1,1,4,1,3,4,3,9,1,2,4, ,1
744,4,2,3,2,2,2,2,1,2,3,1,4,4,3,3,2,1,2,2,4,7,3,1,2,1,1
745,4,4,4,3,3,4,2,1,2,4,1,3,4,4,2,4,2,3,3,3,5,3,1,1,3,1
746,1,2,2,2,2,2,2,3,3,2,3,3,2,2,2,2,2,2,2,6,5,2,1,2,1,0
747,2,2,2,3,2,3,3,1,2,2,2,2,3,3,2,1,2,2,3,7,7,3,2,3,1,1
748,1,3,2,2,2,3,3,1,2,3,2,3,3,3,2,3,2,3,3,3,10,3,2,2,1,1
749,2,3,-99,3,3,3,3,1,2,4,1,3,4,1,1,4,1,3,4,4,8,1,2,4, ,1
750,2,2,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,7,5,3,1,1,1,0
751,2,2,3,2,2,2,2,2,2,2,2,3,3,1,3,2,2,2,4,7,7,3,1,3,3,0
752,2,3,3,3,3,3,3,1,1,3,1,3,3,2,2,4,1,3,3,1,3,1,2,4,3,0
753,4,3,4,3,4,3,2,1,2,1,1,3,2,3,2,2,2,2,3,3,3,3,2,2,3,0
754,2,2,2,2,2,2,2,2,2,2,1,-99,-99,-99,1,2,2,2,-99,5,-99,3,1, ,2,0
755,2,4,4,2,2,3,3,1,2,3,2,4,3,3,1,2,2,2,4,3,10,3,2,2,1,1
756,2,3,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,2,3,7,5,3,2,2,1,0
757,4,4,3,2,2,3,3,2,2,-98,1,-98,3,-98,2,-98,-98,-98,-98,2,4,1,2,2,2,0
758,2,2,3,2,3,3,3,1,2,3,3,3,3,3,1,4,1,4,4,7,7,3,2,3,2,0
759,4,3,3,3,4,3,4,1,4,4,4,4,4,1,1,4,4,4,4,8,10,3,2,3,2,1
760,2,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,2,2,2,5,6,1,1,3,2,0
761,2,3,3,3,3,3,3,1,2,3,1,4,3,2,2,4,1,3,4,7,9,3,2,3,1,0
762,2,4,2,2,3,3,3,1,3,2,2,2,2,3,1,2,3,3,3,8,8,3,2,1,1,0
763,2,3,2,3,1,3,2,1,2,1,1,4,4,3,3,3,2,2,2,3,8,1,2,3,3,0
764,2,3,2,2,2,3,3,2,2,2,2,2,3,3,1,2,3,2,3,3,7,3,2,2,1,0
